Student ID,Peer Review 1 Title,Peer Review 1 Filename,Peer Review 2 Title,Peer Review 2 Filename
6757253,"Multi-Method Learning Approaches to Codenames: A Comparative Study of MCTS, Fast Informed Bounds, and Policy Gradient Methods",205.pdf,"Adaptive Path Planning for Urban Drone Delivery Under
Uncertainty",211.pdf
6743413,Can We Improve Educational Intervention Timing with an MDP?,096.pdf,Optimizing Trading Strategies with MDPs,016.pdf
6872077,Optimizing Investment Decisions in the Airline Industry Using Random Forest Models,026.pdf,Reinforcement Learning Stacking Strategy for Stock Trading,175.pdf
6606264,MARLCar: Single- vs. Multi-Agent Reinforcement Learning in Car Racing,188.pdf,Transportation Network Maintenance Planning with Reinforcement Learning,185.pdf
6759464,Stranded on a Grid: Modeling NYT Strands as an MDP and Solving with MCTS,218.pdf,"Dual-Agent Reinforcement Learning for Strategy Optimization in Gomoku
",105.pdf
6758617,Leveraging Q-Learning for Uncertainty within Medical Diagnosis,102.pdf,"Winner Winner Chicken Dinner: Reward Shaping for A2C
Applied to Atari Freeway",024.pdf
6387525,To GNN or to LLM? That is a Risk(y) Question,142.pdf,INVENTORY MANAGEMENT WITH Q-LEARNING AND DEEP Q-NETWORKS,236.pdf
6763559,Anticipating the Odds: A Lookahead Method for Blackjack Actor Development,137.pdf,Q-Learning for NFL Play Calling,154.pdf
6845091,"Optimizing Personalized Treatment with Markov
Decision Processes",008.pdf,Guess Who Wins Guess Who?,107.pdf
6851843,Investment Decision Making,257.pdf,Autonomous Intersection Control with Monte Carlo tree search,274.pdf
6843528,What the Heck is Optimal: MCTS and Q-Learning for Strategic Bidding,210.pdf,Deep Q-learning on 3D 2048,261.pdf
6605004,Employing Monte Carlo Tree Search for Aircraft Collision Avoidance during Temporary Flight Restrictions,157.pdf,Fast Speculative Decoding using MDPs for Efficient Token Drafting,182.pdf
6504086,Modeling Human Behavior in Poker,101.pdf,Computational Approaches to Optimize HIV Treatment Strategies Using Synthetic Data,235.pdf
6535748,Tetris: Game Playing Under Uncertainty,031.pdf,Learning Greenification Policies using Markov Decision Processes,095.pdf
6646065,Learning the Art of Persuasion with Online Dialog Policy Planning,080.pdf,Daily Task Scheduler,074.pdf
6509483,Santa Barbara Infrastructure Planning: A Comparison of Q-Learning and Evolutionary Algorithm - Binary Tree Search Policy Optimization,018.pdf,Heads Up Deep Q Hold-em,118.pdf
6544580,ParkFinder - Tackling Uncertainty in Finding Parking at Stanford University,055.pdf,Can Q-Learning Learn You-Learning? Reinforcement Learning for Adaptive Quizzing,153.pdf
6509494,"Playing Regicide: Optimal Game Play in Uncertain
Environments",206.pdf,Optimizing Cabo Strategy with Monte Carlo Tree Search Applied to a Novel Game Engine,098.pdf
6544106,Euchre Bot,199.pdf,Q-art Pole,170.pdf
6753305,Adaptive Stock Trading with Reinforcement Learning,228.pdf,SupeRL Mario Bros,222.pdf
6150634,Navigating the Lunar Surface under Low Visibility Conditions,254.pdf,Modeling Stanford Football Betting as a Markov Decision Process,023.pdf
6872215,PERLHF: Parameter Efficient Reinforcement Learning from Human Feedback,214.pdf,Single- and Multi-Agent Approaches to Equitable MELD-Driven Liver Allocation,114.pdf
6743399,Deep Q-Networks with Snake,269.pdf,"Modeling Renewable Energy Transitions as a Markov Decision Process:
A Q-Learning approach to minimizing fossil-fuel reliance while meeting energy demands",088.pdf
6333673,PokerBot,034.pdf,When to Assist and Retrain? Learning Policies for Algorithmic Decision Support,197.pdf
5922204,The Optimal Dating Path,252.pdf,The Pupper Parkour Challenge and a theoretical framework for hierarchical decision making,112.pdf
6605755,Monadic Hierarchical Planning in Tactical Simulations: A Q-Learning Framework for Strategic Unit Composition and Placement,226.pdf,"Shoot First, Think Later? Optimizing Soccer Decision Making with MDPs",273.pdf
6854469,Robust Path-Planning for Autonomous Drones,263.pdf,Q-Learning for the Secretary Problem,267.pdf
6743517,Learning Cribbage using a Two-Phase Model,173.pdf,Adaptive Strategy Optimization for 2048 Using Reinforcement Learning,087.pdf
6605154,Implementing Q-learning to Optimize Preflop Poker,111.pdf,Wordle MCS: An Improved Wordle Solver,062.pdf
6503887,Optimizing Theme Park Experience Using POMDPs,004.pdf,Data-Driven Hurricane Evacuation Policy Optimization,100.pdf
6495816,Invasive Species,045.pdf,Q-Learning-Driven Actuation for High-Precision Space Trusses,135.pdf
6757261,Connect4 MCTS Implementation,060.pdf,Settling the Odds: AI Agents in Catan,221.pdf
6755145,Playing Battleship Game with Deep Reinforcement Learning,259.pdf,"Flying in the Dark – Drone Swarm Navigation with Uncertain Communication and Vision
",056.pdf
6504192,UAV Swarm Control Under Uncertainty,068.pdf,SmartConnections: Using Q-Learning to Solve The NYT Connections,009.pdf
6743223,Path to 101: A Guided Q-Learning Simulation for Prime Climb,014.pdf,RoadSense: Intelligent Agents for Traffic Navigation,028.pdf
6504316,Forward Search Agent for 'Fantastic Bits' Game,179.pdf,POMDP Navigation performance for Orienteering,081.pdf
6420483,"Optimizing Uno with Forward Search RL
",208.pdf,Best Carpet Seller in Marrakech,149.pdf
6509990,Large language model alignment via two-layer neural network feedback,029.pdf,Solving Investiture: A Stock Exchange Game,030.pdf
6452665,Stock trading with deep q-learning,130.pdf,Crack The Board,139.pdf
6423362,Play Gomoku Game with Deep Q-Networks,129.pdf,What the Farkle!?,017.pdf
6383914,A Study of the AlphaZero Framework Applied to Xiangqi,148.pdf,A Love Letter to Game Playing,169.pdf
6369691,Reinforcement Learning Control of Active Suspension System,044.pdf,Beyond Luck: Optimal Briscola Strategies via Deep Reinforcement Learning,216.pdf
6856876,Decision-Making for a Two-Agent Adversarial Game,262.pdf,Stock Trading is an MDP: The Importance of State Space Complexity,159.pdf
6604810,"Building No-Limit Texas Hold
‘Em Poker Agents
with Deep Q-Learning and 
Proximal Policy Optimization",172.pdf,Martian Navigation POMDP,035.pdf
6493888,Inside the Black Box: Bayesian Networks for Contextual Bandit Modeling,067.pdf,Fresh Pages: Dynamic Book Recommendation for Genre Exploration using Monte Carlo Tree Search,239.pdf
6682547,"Department-Side Course Scheduling to Maximize
Student Satisfaction",022.pdf,ASTPrompterRoll,084.pdf
6683977,"Optimizing Retail Pricing Strategies with
Reinforcement Learning: A Markov Decision
Process Approach",089.pdf,TikTokRL: Optimizing for TikTok Engagement,075.pdf
6420415,How to form a 2D murmuration? Finding the best strategy of flock formation through reinforcement learning,051.pdf,Online Path-Planning for Terrain Navigation Using MCTS,115.pdf
6742857,Imaginary-MCTS: Autonomous Computer Use Agents with Enhanced Online Planning,015.pdf,Monopoly Masterminds One Tile at a Time,038.pdf
6755651,Training an Up'N Down Agent with DDQN,150.pdf,Reinforcement Learning Agents for Settlers of Caton Using PPO,201.pdf
6755380,Safe Multi-Agent Spacecraft Reconfiguration Under Uncertainty,050.pdf,"TerraSafeRL: Adaptive Single-Agent, Terrain-Aware Wildfire Evacuation with Dynamic Pathfinding",019.pdf
6642660,Reinforcement Learning Balancing of an Inverted Pendulum to any Degree,195.pdf,MDPs for Fire Response,013.pdf
6452182,Decision Making Under Uncertainty in Secret Hitler,231.pdf,Applying MDPs and POMDPs to Enhance Decision-Making in Mario Party,166.pdf
6455040,Adaptive Satellite Selection for GNSS Tracking Using Reinforcement Learning,271.pdf,Investigating Emergent Behavior from Socially Inspired Reward Parameters in Iterated Prisoner's Dilemma,265.pdf
6603736,Decentralized Earth Observation Planning in Satellite Constellations,097.pdf,Deep Reinforcement Learning in Robot Object Stacking,233.pdf
6765141,Game of Wordle: AI-Driven Word Guessing,061.pdf,Modeling Mafia with Q-Learning,121.pdf
6423903,Reinforcement Learning Agent for Cine2Nerdle: A Graph-Based Approach,122.pdf,Learning to Play the Oh Pshaw Card Game using a Reinforcement Learning Agent,033.pdf
6346881,Mineswept,120.pdf,Autonomous Lunar Landing with Deep Q-Learning,191.pdf
6503509,AeroAstro Work-Life Balance: How to Maximize Your AA 228 Quiz Scores,012.pdf,Autonomous Cruise with Markov Decision Processes,094.pdf
6495776,"Optimal Regatta Sailing Strategy Under Uncertain Wind
and Competitor Positions",037.pdf,Graph Reinforcement Learning for the Traveling Salesman Problem with Stochastic Travel Times,213.pdf
6495861,Ambulance Dispatching  with MCTS,001.pdf,Molecules as a Language,184.pdf
6424154,AlphaZero Continuous for Car Lateral Control,119.pdf,DPO Training for Mathematical Problem Solving,027.pdf
6390128,"Pick Your Poison: Navigating the Paris Public Transportation System Using Monte Carlo Tree Search
",082.pdf,Maestro: Composing Music with Q-Learning,229.pdf
6760342,Optimization of Blackjack Strategies Using Reinforcement Learning,255.pdf,The Candy Crusher,117.pdf
6828425,Dealer's Dilemma - Learning To Play Dealer's Choice Poker,077.pdf,Keeping the Lights On for Campus: Using Deep Q-Learning and MDPs for Discrete and Continuous Micro-Energy Grid Optimization,180.pdf
6853736,Freshman Year Class Selection as an MDP,224.pdf,Playing with Fireworks: Optimizing Agent Strategy Under Uncertainty in Hanabi,162.pdf
6856841,Pitch Perfect: Optimizing Baseball Pitch Selection With Reinforcement Learning,266.pdf,Settling On A Better Method for Training Catan-Playing Agents,194.pdf
6453514,Optimizing Electricity Futures Trading with Reinforcement Learning and Deep Learning Driven Price Forecasting,090.pdf,Wheel of Fortune as a POMDP,202.pdf
6730178,Blackjack: Playing Optimally Through Q-Learning,187.pdf,Smart Picks – A Q-Learning Approach to Cinema,039.pdf
6417410,Bayesian Range Estimation in Heads-Up Poker,167.pdf,Rat-AI-touille: Enhancing Multi-Agent Collaboration in Overcooked-AI with Communication,217.pdf
6286766,"Actor-Critic Meta Gradient Learning for Classic
Control Environments",223.pdf,Fruitful Learning: Applying RL Algorithms to Suika Game,164.pdf
6743932,Optimization of Blackjack Strategies Using Reinforcement Learning,255.pdf,Safe Multi-Agent Spacecraft Reconfiguration Under Uncertainty,050.pdf
6749968,The Pupper Parkour Challenge and a theoretical framework for hierarchical decision making,112.pdf,"Ad-ventures in Bidding: Agents, Bids, and the Fight for Clicks",145.pdf
6535716,Ataxx of the Monte Carlo: Online and Offline Learning Strategies for an Arcade Game,189.pdf,Connect Four Conundrum,181.pdf
6849363,"Slithering into Smarter Solutions: Winning at SNAKE
",260.pdf,Settling On A Better Method for Training Catan-Playing Agents,194.pdf
6765574,Trajectory Planning in Unknown Environment,220.pdf,Decentralized Earth Observation Planning in Satellite Constellations,097.pdf
6679396,Data-Driven Hurricane Evacuation Policy Optimization,100.pdf,"Winner Winner Chicken Dinner: Reward Shaping for A2C
Applied to Atari Freeway",024.pdf
6765483,"TerraSafeRL: Adaptive Single-Agent, Terrain-Aware Wildfire Evacuation with Dynamic Pathfinding",019.pdf,Introspection for LLM Sampling,207.pdf
6682314,Imaginary-MCTS: Autonomous Computer Use Agents with Enhanced Online Planning,015.pdf,"Kidney Matching: A Reinforcement Learning Approach
",209.pdf
6330221,"Optimizing Retail Pricing Strategies with
Reinforcement Learning: A Markov Decision
Process Approach",089.pdf,DPO Training for Mathematical Problem Solving,027.pdf
6511141,Website Engagement,113.pdf,Employing Monte Carlo Tree Search for Aircraft Collision Avoidance during Temporary Flight Restrictions,157.pdf
6423139,POMDP Knowledge Tracing,128.pdf,ASTPrompterRoll,084.pdf
6605271,Martian Navigation POMDP,035.pdf,Single- and Multi-Agent Approaches to Equitable MELD-Driven Liver Allocation,114.pdf
6545397,Reinforcement Learning Agent for Cine2Nerdle: A Graph-Based Approach,122.pdf,Modeling Mafia with Q-Learning,121.pdf
6372234,Q-Learning and Model Predictive Control for Drone Wildfire Response,141.pdf,Settling the Odds: AI Agents in Catan,221.pdf
6855474,Deep Q-learning on 3D 2048,261.pdf,UAV Swarm Control Under Uncertainty,068.pdf
6754362,Applying MDPs and POMDPs to Enhance Decision-Making in Mario Party,166.pdf,"Pick Your Poison: Navigating the Paris Public Transportation System Using Monte Carlo Tree Search
",082.pdf
6857314,Blackjack: Playing Optimally Through Q-Learning,187.pdf,Exploration and Resource Optimization for Autonomous Rover Missions,133.pdf
6754122,Policy Learning for War: Modeling the Modified War Card Game with Markov Decision Processes,103.pdf,Optimizing Decision-Making in Open Face Chinese Poker Using Monte Carlo Tree Search,275.pdf
6759774,TikTokRL: Optimizing for TikTok Engagement,075.pdf,QRaFT: Quantitative and Risk-Adjusted Framework for Algorithmic Trading,192.pdf
6744613,Deep Q-Networks with Snake,269.pdf,Reinforcement Learning Algorithms for Connect 4,232.pdf
6416633,Pitch Perfect: Optimizing Baseball Pitch Selection With Reinforcement Learning,266.pdf,Optimal Shipping Schedules for Collaborating Blood Banks,003.pdf
6420390,Drone Pathfinding,144.pdf,Mastering Pong with Deep Q-Learning,126.pdf
6458306,Optimal Water Allocation Strategies,272.pdf,Optimizing Investment Decisions in the Airline Industry Using Random Forest Models,026.pdf
6416763,Tactile Graphics Exploration as a POMDP,246.pdf,"""Monkey!"": Blackjack Decision-Making Agent",127.pdf
6454861,Wheel of Fortune as a POMDP,202.pdf,AI Want to Be The Very Best,249.pdf
6603772,Santa Barbara Infrastructure Planning: A Comparison of Q-Learning and Evolutionary Algorithm - Binary Tree Search Policy Optimization,018.pdf,Using Regression Gradients to Optimize a Simple Policy for Mahjong​,086.pdf
6512177,"Multi-Method Learning Approaches to Codenames: A Comparative Study of MCTS, Fast Informed Bounds, and Policy Gradient Methods",205.pdf,Q-Learning-Driven Actuation for High-Precision Space Trusses,135.pdf
6512052,Optimizing Strategy for Catching Pokémon in the Safari Zone Minigame,124.pdf,Cool Maze Searcher - Reinforcement Learning in 3D Robot Maze Navigation,108.pdf
6760804,Securing Carbon Geological Storage: A Sequential Decision Approach for CO2 Monitoring and Leak Detection,256.pdf,Catan Conqueror: Building Bots to Rule the Island,242.pdf
6856319,Robust Path-Planning for Autonomous Drones,263.pdf,"Playing Regicide: Optimal Game Play in Uncertain
Environments",206.pdf
6759741,Anticipating the Odds: A Lookahead Method for Blackjack Actor Development,137.pdf,Application of Reinforcement Learning in Modern Art Game,134.pdf
6455176,Hanabi RL Agent,270.pdf,Graph Reinforcement Learning for the Traveling Salesman Problem with Stochastic Travel Times,213.pdf
6430432,Forward Search Agent for 'Fantastic Bits' Game,179.pdf,RL Options Trading Strategies,070.pdf
6745684,Connect4 MCTS Implementation,060.pdf,When to Assist and Retrain? Learning Policies for Algorithmic Decision Support,197.pdf
6755645,POMDP Navigation performance for Orienteering,081.pdf,Dynamic Frequency Band Selection for Radar Operation in the Presence of Interference,066.pdf
6683409,Optimizing Trading Strategies with MDPs,016.pdf,Solving Plants vs Zombies with Monte Carlo Tree Search,176.pdf
6682407,PERLHF: Parameter Efficient Reinforcement Learning from Human Feedback,214.pdf,Optimizing Electricity Futures Trading with Reinforcement Learning and Deep Learning Driven Price Forecasting,090.pdf
6417129,Discovering Protein Complexes in Protein Interaction Networks Using Q-Learning,109.pdf,Baba Is Who? Using Q-Learning to Categorize Human Learning in a Puzzle Game (almost),251.pdf
6414999,Leveraging Q-Learning for Uncertainty within Medical Diagnosis,102.pdf,Deep Reinforcement Learning in Robot Object Stacking,233.pdf
6842635,Beyond Luck: Optimal Briscola Strategies via Deep Reinforcement Learning,216.pdf,Transportation Network Maintenance Planning with Reinforcement Learning,185.pdf
6504487,BookFind: A Novel Recommendation Algorithm using Markov Decision Processes,244.pdf,To GNN or to LLM? That is a Risk(y) Question,142.pdf
6421747,A Study of the AlphaZero Framework Applied to Xiangqi,148.pdf,Solving Blackjack with An Infinite Deck with Reinforcement Learning,245.pdf
6504275,Implementing Q-learning to Optimize Preflop Poker,111.pdf,Optimizing Job Applications Under Uncertainty,043.pdf
6778086,Optimized helicopter ambulance routing for stroke patients,072.pdf,MARLCar: Single- vs. Multi-Agent Reinforcement Learning in Car Racing,188.pdf
6417276,"Department-Side Course Scheduling to Maximize
Student Satisfaction",022.pdf,Investment Decision Making,257.pdf
6418581,Q-Learning for the Secretary Problem,267.pdf,The Candy Crusher,117.pdf
6429088,RoadSense: Intelligent Agents for Traffic Navigation,028.pdf,"Multi-Robot Navigation Using Sequential Decision
Making Processes",049.pdf
6751764,Lunar Landing,183.pdf,Ability of DQN Model to Learn Theory of Mind when Playing Hanabi,071.pdf
6468549,Autonomous Intersection Control with Monte Carlo tree search,274.pdf,INVENTORY MANAGEMENT WITH Q-LEARNING AND DEEP Q-NETWORKS,236.pdf
6493793,Finding the 근 (Root) of 바둑 (Go),264.pdf,Game of Wordle: AI-Driven Word Guessing,061.pdf
6848047,Pandemic Policy Planning in a Noncompliant Population,079.pdf,TSUD: Enhancing Stereo Matching Accuracy through Training on Small Uncertainty Data,155.pdf
6648298,Dynamical Tasks Planner,212.pdf,Optimizing Cabo Strategy with Monte Carlo Tree Search Applied to a Novel Game Engine,098.pdf
6659649,Turning Pages with Reinforcement: A Markov Decision Process Approach to Book Recommendation,091.pdf,Investigating Mathematical Reasoning in Smaller Language Models using Likelihood Ratio Policy Gradient Updates and Beam Search,198.pdf
6657522,How to form a 2D murmuration? Finding the best strategy of flock formation through reinforcement learning,051.pdf,Large language model alignment via two-layer neural network feedback,029.pdf
9612402,"BlackJack: Q-Learning, SARSA, and Deep Q-Learning Approaches",010.pdf,Stock trading with deep q-learning,130.pdf
6679828,Reinforcement Learning Balancing of an Inverted Pendulum to any Degree,195.pdf,Optimizing Task Completion Time Updates Using POMDPs,059.pdf
6755729,Modeling Human Behavior in Poker,101.pdf,"Shoot First, Think Later? Optimizing Soccer Decision Making with MDPs",273.pdf
6794426,Ambulance Dispatching  with MCTS,001.pdf,A Decision-Making Model of Multi-target Reaching in Motor Neuroscience,106.pdf
6527931,Learning Cribbage using a Two-Phase Model,173.pdf,Hit or Stand?,054.pdf
6420137,Navigating the Lunar Surface under Low Visibility Conditions,254.pdf,RL For Self Guided Rocket Landings,196.pdf
6428484,Gobbling Up Decisions: Optimizing Pacman Strategy with MDPs,099.pdf,Building Renewable Energy Grids using Monte Carlo Tree Search and Karger's Algorithm,163.pdf
6419574,Unbeatable Checkers Bot 9000,268.pdf,Modeling Stanford Football Betting as a Markov Decision Process,023.pdf
6751819,"Adaptive Path Planning for Urban Drone Delivery Under
Uncertainty",211.pdf,Multi-Stage Adaptive Inference with Cascaded Models: A POMDP Formulation,064.pdf
6605553,Analysis of Q-Learning and POMDP Frameworks for Optimal Poker Strategies,076.pdf,Reinforcement Wars: Will the Airline or the Passenger Win the Pricing Game?,158.pdf
6845513,Can We Improve Educational Intervention Timing with an MDP?,096.pdf,Lima’s Traffic Management Using POMDPs: A Q-Learning Approach for Efficient Control of Urban Traffic Lights,123.pdf
6825109,Fresh Pages: Dynamic Book Recommendation for Genre Exploration using Monte Carlo Tree Search,239.pdf,Exploring Deep Behavioral Cloning with Synthetic Expert Data for 2048,005.pdf
6604514,Reward Prediction Error Under Uncertainty,083.pdf,Keeping the Lights On for Campus: Using Deep Q-Learning and MDPs for Discrete and Continuous Micro-Energy Grid Optimization,180.pdf
6750625,Determining Context-Based Hard-Negative Policies with Online Planning for Biodiversity Monitoring,041.pdf,Adapting Transit Schedules to Daily Ridership Patterns using SARSA,146.pdf
6752273,Q-Learning for NFL Play Calling,154.pdf,Reinforcement Learning Stacking Strategy for Stock Trading,175.pdf
6752851,"Tiny Brains, Big Gains: Enhancing Multi-Step Reasoning in Compact Models with Branch and Bound",225.pdf,Fast Speculative Decoding using MDPs for Efficient Token Drafting,182.pdf
6856100,Learning the Art of Persuasion with Online Dialog Policy Planning,080.pdf,Going Bananas for Uncertainty: Creating a Bananagrams Agent with MCTS,190.pdf
6856492,"Monte Carlo Tree Search for Drone Navigation and Collision Prevention
",042.pdf,Algorithmic Trading for IMC Prosperity 2,104.pdf
6422903,Investigating Emergent Behavior from Socially Inspired Reward Parameters in Iterated Prisoner's Dilemma,265.pdf,RL & Blackjack,160.pdf
6414938,"Water Contract Purchasing Policies for Drought Resilience
in Santiago, Chile",174.pdf,WORDLE Solver,227.pdf
9624982,Adaptive Stock Trading with Reinforcement Learning,228.pdf,Wordle MCS: An Improved Wordle Solver,062.pdf
6138118,Using LLMs and Monte Carlo Tree Search to Create a Human-Level Codenames Player,040.pdf,AlphaZero Continuous for Car Lateral Control,119.pdf
6375727,SupeRL Mario Bros,222.pdf,WiLDCARD: Winning Liar's Dice with Calculative Agents and Reinforced Decision-Making,258.pdf
6337220,Reinforcement Learning Agents for Settlers of Caton Using PPO,201.pdf,Training an Up'N Down Agent with DDQN,150.pdf
6603323,POMDPs for Cervical Cancer Screening,132.pdf,RoboDelivery: A Q-Learning Approach to Autonomous Package Distribution,186.pdf
6504210,What the Heck is Optimal: MCTS and Q-Learning for Strategic Bidding,210.pdf,Optimal Policies for Competition Power-Off Landings in Varying Wind Conditions with Markov Decision Processes,276.pdf
6682494,Monopoly Masterminds One Tile at a Time,038.pdf,Autonomous Lunar Landing with Deep Q-Learning,191.pdf
6649301,Optimized Satellite Acquisition for Precise LEO GPS Positioning,177.pdf,A Markovian Approach to Skincare,025.pdf
6683417,Decision Making Under Uncertainty in Secret Hitler,231.pdf,Playing with Fireworks: Optimizing Agent Strategy Under Uncertainty in Hanabi,162.pdf
6649719,"Building No-Limit Texas Hold
‘Em Poker Agents
with Deep Q-Learning and 
Proximal Policy Optimization",172.pdf,Reinforcement Learning Control of Active Suspension System,044.pdf
6854952,Computational Approaches to Optimize HIV Treatment Strategies Using Synthetic Data,235.pdf,Decision-Making for a Two-Agent Adversarial Game,262.pdf
6838501,What the Farkle!?,017.pdf,Euchre Bot,199.pdf
6844479,Inside the Black Box: Bayesian Networks for Contextual Bandit Modeling,067.pdf,Optimal Strategies in Penalty Shootouts,151.pdf
6685267,"Optimal Regatta Sailing Strategy Under Uncertain Wind
and Competitor Positions",037.pdf,Dynamic Optimization and Balancing of Winning Strategies in Mahjong Using MCTS,240.pdf
6765096,"Learning Speed-Based Binning for CMA Optimization in Walking Prosthetics
",165.pdf,Tetris: Game Playing Under Uncertainty,031.pdf
6659530,"Flying in the Dark – Drone Swarm Navigation with Uncertain Communication and Vision
",056.pdf,Online Path-Planning for Terrain Navigation Using MCTS,115.pdf
6847641,ADVERSARIAL AUTONOMOUS DRIVERS ON THE YAS MARINA CIRCUIT,093.pdf,99 Ways to Win Ninety-Nine,152.pdf
6604973,Evade me if you can!!,092.pdf,Multi-Robot Path Planning in a Grid World,143.pdf
6415535,Reinforcement Learning with Time Travel,248.pdf,Path to 101: A Guided Q-Learning Simulation for Prime Climb,014.pdf
6493821,"Beyond The Zillow Z-Estimate: PPO-Driven Reinforcement
Learning for Long-Term Real Estate Portfolio Management",230.pdf,Best Carpet Seller in Marrakech,149.pdf
6452220,AeroAstro Work-Life Balance: How to Maximize Your AA 228 Quiz Scores,012.pdf,Managing Power Grids During Hurricanes Using Probabilistic Decision-Making,178.pdf
6504465,Meow-kov Decisions: Reward Functions for an Exploding Kittens MDP,219.pdf,Reinforcement Earning: RL-based Algorithmic Trading,253.pdf
6509995,Bots and Boxes: AlphaZero for Playing Dots and Boxes,046.pdf,MDP is All You Need,237.pdf
6493796,Looking Forward To Tetris,002.pdf,Smart Picks – A Q-Learning Approach to Cinema,039.pdf
6503883,Viewing Hyperparameter Tuning as a Sequential Decision-Making Problem,247.pdf,Monadic Hierarchical Planning in Tactical Simulations: A Q-Learning Framework for Strategic Unit Composition and Placement,226.pdf
6455762,Navigating the Star Wars: Deep Reinforcement Learning for Competitive Team Battles!,140.pdf,Over(Q)ooked: Developing Q-Learning Agents for Overcooked,147.pdf
6416709,The Optimal Dating Path,252.pdf,Can Q-Learning Learn You-Learning? Reinforcement Learning for Adaptive Quizzing,153.pdf
6417056,"Modeling Renewable Energy Transitions as a Markov Decision Process:
A Q-Learning approach to minimizing fossil-fuel reliance while meeting energy demands",088.pdf,Short-Term Memory for Partially Observable Markov Games,204.pdf
6544649,"Optimizing Uno with Forward Search RL
",208.pdf,"Attitude Determination and Control for a Spacecraft with
Unreliable State Measurements",063.pdf
6443170,Drone Path Planning for Optimizing Environmental Neural Radiance Field Creation.,057.pdf,Play Gomoku Game with Deep Q-Networks,129.pdf
6496201,Developing an AI Agent for Strategic Decision Making in Pokémon Battles Under Uncertainty,136.pdf,MDPs for Fire Response,013.pdf
6684203,Stock Trading is an MDP: The Importance of State Space Complexity,159.pdf,RL Approaches to Optimize Supply Chain Dynamics in the Beer Game,048.pdf
6649737,Autonomous Cruise with Markov Decision Processes,094.pdf,PokerBot,034.pdf
6759026,Maestro: Composing Music with Q-Learning,229.pdf,A Love Letter to Game Playing,169.pdf
6757799,Adaptive Satellite Selection for GNSS Tracking Using Reinforcement Learning,271.pdf,Guess Who Wins Guess Who?,107.pdf
6751159,"Sequential Decision-Making for Medical Image Diagnosis
under Uncertainty",125.pdf,Playing Battleship Game with Deep Reinforcement Learning,259.pdf
6750354,Crafting Basketball Strategies with Reinforcement Learning,250.pdf,Spades is a POMDP,058.pdf
6751748,Adaptive Strategy Optimization for 2048 Using Reinforcement Learning,087.pdf,Evaluation of Application of Maximum Likeilhood Estimation Models to Mancala,047.pdf
6533085,Cracking the Connections Game,078.pdf,Model Based State-Space Planning and EKF for Manipulator Arm Drone Guidance in a Partially Observable Environment,011.pdf
6503953,Evaluating Wordle Strategies Produced by Monte Carlo Tree Search,021.pdf, Hormone-informed Training Strategies for Female Athletes,073.pdf
6417386,Mineswept,120.pdf,Stranded on a Grid: Modeling NYT Strands as an MDP and Solving with MCTS,218.pdf
6214594,Safe Handling of Intersection Events under other agents’ Latent Driving styles (SHIELD),052.pdf,Satellite Task Scheduling using Markov Decision Process,215.pdf
6652559,Pedagogical Bandits: Online Curriculum Learning for Knowledge Distillation,065.pdf,"Stanford Campus Smart Traffic
Control",007.pdf
6684968,Molecules as a Language,184.pdf,Optimizing Sea Lice Management in Norwegian Salmon Aquaculture Using Q-Learning,053.pdf
6683230,"Dual-Agent Reinforcement Learning for Strategy Optimization in Gomoku
",105.pdf,ORRCA: Online Reinforcement for Rapid Cache Adaptation,168.pdf
6407153,Predicting Precipitation with Actor-Critic and Long Short-Term Memory,032.pdf,Solving Investiture: A Stock Exchange Game,030.pdf
6495865,Ear Training Suite for Music Students,116.pdf,Learning to Play the Oh Pshaw Card Game using a Reinforcement Learning Agent,033.pdf
6495815,Robust Pre-Computed Autonomy for Enceladus Orbilander,238.pdf,"Optimizing Personalized Treatment with Markov
Decision Processes",008.pdf
6541108,Optimizing Rspiratory Management using Markov Decision Processes: A Reinforcement Learning Approach on the MIMIC-IV Dataset,161.pdf,SmartConnections: Using Q-Learning to Solve The NYT Connections,009.pdf
6455230,Belief Space Planning under Uncertainty with the Cross-Entropy Method,020.pdf,Daily Task Scheduler,074.pdf
6455180,Crack The Board,139.pdf,Heads Up Deep Q Hold-em,118.pdf
6457811,Dealer's Dilemma - Learning To Play Dealer's Choice Poker,077.pdf,Diagnostic Imaging in Radiology: Developing a Deep Learning Decision Support Tool,243.pdf
6754827,Reducing Patient No-Shows through Q-Learning Optimized Scheduling,131.pdf,Q-Learning for Blackjack: Simulation and Strategy Optimization,234.pdf
6755156,The Dual Mandate: Modelling Inflation and Unemployment Uncertainty from Setting the Federal Funds Rate,085.pdf,Q-art Pole,170.pdf
6394775,Blokus Bot (Botkus? Blobotkus?),171.pdf,Invasive Species,045.pdf
6645244,Navigating drones in an 3D minefield,193.pdf,Adaptive Mesh Refinement through Deep Reinforcement Learning,036.pdf
6657544,Saccading Through A Visual Scene,156.pdf,ParkFinder - Tackling Uncertainty in Finding Parking at Stanford University,055.pdf
6875417,Optimizing Theme Park Experience Using POMDPs,004.pdf,Q-Learning for Multi-Modal Seaglider Control,138.pdf
6301121,Freshman Year Class Selection as an MDP,224.pdf,"Parkd: Model Free RL for Truck Parking Optimization
",241.pdf
6416972,Learning Greenification Policies using Markov Decision Processes,095.pdf,Building Renewable Energy Grids using Monte Carlo Tree Search and Karger's Algorithm,163.pdf
